offensive_language,tweet
0.0,"Watching Richie Rich! On Tv..Even he wanted to kick it with the ghetto kids..

Shows yuh how much Money Aint A Thang!..."
3.0,Watching Forrest Gump has taught me that these bitches wanna hoes until they're tired
3.0,Watching Deadly Women. This malicious bitch left 50 babies out in the sun so they can bake to death. Wtf.
0.0,Watching #Steelers colts getting blinded by the Steelers uniys look like bunch of bumblebees
0.0,Watched some crows eat a sandwich
0.0,WATCH: Excited ISIS Jihadis Getting Their Yezidi Sex Slaves On 'Distribution Day' http://t.co/n9ExnuVhKs http://t.co/uHZ1qKcrJE
2.0,WATCH: Excited ISIS Jihadis Getting Their Yezidi Sex Slaves On 'Distribution Day' http://t.co/n9ExnuVhKs #tcot #lnyhbt #pjnet #tgdn #gop
0.0,WATCH: Excited ISIS Jihadis Getting Their Yezidi Sex Slaves On 'Distribution Day' http://t.co/n9ExnuVhKs #ISIS #tcot #pjnet #lnyhbt #gop
0.0,WATCH-Obama&#8217;s Newly Released Gitmo Jihadi Has Links To Terrorists In Syria http://t.co/GufKoy44tk http://t.co/3n7M4PfNMx
2.0,WATCH-Military Monday Jihadi Bitches Slaying: BADASS - A-10 Silences Taliban During Intense Night Time Firefight... http://t.co/Px9cN8fCW5
2.0,WATCH-Military Monday Jihadi Bitches Slaying: BADASS - A-10 Silences Taliban During Intense Night Time Firefight http://t.co/osAgQo567K
3.0,Watch yo hoe
2.0,"Watch the blacks and whiggers cry:

http://t.co/EmluwbbOgW"
1.0,Watch out nigger lovers. You day is coming. http://t.co/ZV1CpK1iy8
2.0,watch out for these foul hoes and flagrant niggas!
0.0,Watch out #ned! #crc #worldcup2014 #puravida http://t.co/DcAgrh4SLE
3.0,Watch my Twitter bitch
2.0,"Watch ima hit that hoe later on this summer, finna be the best/most livestock party of 2014!!!"
3.0,Watch how i stop talking &amp;&amp; the bitch still tweets
2.0,"WATCH - WE SALUTE THE VETS &#8211;Tuesday Jihadi Bitch Slaying: MK-48, M203&#8217;s Fired At Taliban Cockroaches During Firefight http://t.co/yFucN0Dwzq"
1.0,Wassup wit all these fucc niccas
1.0,WashPost Describes Charlie Crist's Bizarre Obsession With Fan Between Legs To Stop Sweat When Asked/Answering Questions! DoG
1.0,Washing my coon hair
3.0,"was just informed that ""crunk ain't dead ho!""&#8230; lol okay sure"
0.0,"Was finna slit my eyebrows up in the shop but nahhhhhh.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.

.
.
.
.
.
.
.
.
.
.
.
.
."
3.0,Wanted to eat her pussy from the back but she's sleep...smh
0.0,Want to touch tha boootyyyyy....neeeeed to touch the heinie &#127825;
0.0,"Want to go get this brownie, I'm stuck doe."
2.0,Want to cry cause of the girls at La fitness ... Imma bitch
2.0,want to catch my attention niggah throw up a dolla sign
3.0,Want some cheese with that whine bitch ?!
3.0,"wanna make a boss happy? &#128527;
bitch talk nasty. &#128540;"
3.0,"Wanna find out the truth about somebody? Just tell em ""NO"" and watch the real bitch nigga or hoe come out em!"
3.0,wallah I fucking hate this fuckin mexican bitch so much.
3.0,walking down the st and this girl with a guy past me and the girl says I'm bout to turn dyke for her ctfuu classic
0.0,walking dead gonna be so trash this season
3.0,Walked into a party and they was playin Nelly - Air Force Ones. I walked outta that bitch immediately and littered in their yard
3.0,"Walked in wit a new bitch on me, got niggas mad but I know it"
2.0,"Walk up to your house, knock on the door and blow your ass off. Drop it off, drop it off, bitch I got a sawed off!!"
2.0,Walk out that bitch like RT @MKellyRedmen25: Just murdered that test! http://t.co/XYiVSRbsop
0.0,WALK OFF HR! @Yankees
1.0,Wake up you stoopid dyke @RandyPawlik
3.0,Wake up bitches
2.0,Wake up American sheeple nd stop allowing these pussy azz politicians who never bust a gun in they&#8230; http://t.co/rN6nnnynXv
3.0,Waka bitch bad fr
1.0,Waiting on this wetback sycksyllables http://t.co/L8wqZduzZE
3.0,Waiting on these bitches @badnewsbridget @MorbidMermaid &#128034;&#128034;&#128034;&#128034;
0.0,Waiting for brownies. I want brownies. Someone hooks it up?
3.0,Wait. What? RT @KingHorseDick: Y&#8217;all ever put ur finger in the lil hole in the back of the pussy? just me? Cool.
3.0,Wait. What in the mudda cunt hypocrisy
2.0,Wait What?! &#128557;&#128557;&#128564;&#128564;&#8220;@TaeCocky: You a faggot if you wear a seat beat&#8221;
3.0,Wait that's noooo butt naked bitch &#128514;&#128514;&#128514;&#128514;&#128514; awwwww boy!!!!!!
0.0,Wait did @kidfivevibes take my brownies??
3.0,Wait bitch..Keep it simple never basic
0.0,"Wait a minute... Bowyer causing a yellow in a Chase race RT @Knighter01: Caution, 15 #NASCAR"
2.0,Wait a min you nigga bitch! Lol RT @WILLIEP252: #FuckTheSteelers #HTTR I don't give a damn if it (cont) http://t.co/9VemNXDuQL
2.0,Wait a min RT @angie_goodwood Or her pussy RT @KingHorseDick That Rihanna cologne for men probably smell like curry goat and nail clippings.
2.0,Wagwuan bitches...!
3.0,Waddup bitch I gotta get tf outta this town tonite http://t.co/fDc54X3cB0
3.0,wack bitches make me curve them
3.0,waaaaay too many niggas comfortable wit dressing up like ugly bitches for IG likes an re-posts....
3.0,W bitch
2.0,VP Joe the Dildo still wants your guns. Hey Joe. FU. Oath breaking prick needs to be routed out. Hows it feel to be honkey whippin boy?
0.0,"Virtually zero protections for LGBTQ persons in Alabama. Not a lot of acceptance, either. Think about queer Alabamian kids today?"
1.0,"Viola, Auntie...you can't call White trash women White trash like this during primetime! #HTGAWM"
0.0,Vintage Gold and Diamond Engagement Ring / 10k yellow gold unique #ring Size 4.75 by VintageBaublesnBits http://t.co/iI0v4LbSQK via @Etsy
3.0,Vine is filled with pussy lol smh
1.0,"View from the ghetto ain't bad, Rio http://t.co/umjPU8gT"
1.0,Video: Shy Glizzy &#8211; &#8220;I Can&#8217;t Trust&#160;Myself&#8221; http://t.co/HRfuDrvZdb
0.0,Video: On The Record: Charlie Baker http://t.co/lXK0YyCVR4
0.0,Video: Charlie Baker remembers Tom Menino http://t.co/vdaOWLZksv
0.0,Video: Charlie Baker makes final push for votes http://t.co/9ArtP5ymbS
0.0,Video: Charlie Baker campaign team denies contacting Gov. Patrick for meeting http://t.co/qHrA6OalRR
0.0,Vice News interview with the Canadian Jihadi has the poem I translated f4 u as its sound track http://t.co/7gebzU4Paz http://t.co/WwL05Orih6
0.0,versace bird feeder
3.0,Versace belts and LV wallets just won't cut it. Need to really show his ass up.. Little bitch
3.0,Verizon customer service is trash as fuck. I've been in the store haven't been greeted or nothing.
3.0,"Venti iced water

Make it snappy hoe"
3.0,Vegas in 4 days bitches.
1.0,Vanessa is such a fuckin faggot.
3.0,Vandalize that pussy.It's on.
2.0,Value your money.Value your dick.Don't buy trash.Don't fuck trash.
3.0,Val is such a bitch
3.0,Vagina flavored bacon bitch
3.0,"Used to have a girlfriend, now all I got is hoes.."
3.0,Used the dollar menu &amp; spectate at the mall. But now I'm buying that bitch out cause shit I want it all ....
0.0,Use to trap them birds now I'm fly like a birdddd
0.0,US spy planes are flying over British skies in hunt for Jihadi John's assoc's with advanced tech! http://t.co/XfSeZSzu0m via @BeforeItsNews
2.0,ur trash! http://t.co/6KN7PzTgl8
3.0,Ur fat ... Not thick... It's a difference bitch
3.0,Upstate hoes love down south niggas and down south females love upstate niggas
2.0,UPDATE: Three arrsted after German gay guy left in critical condition after being fag bashed in Belgrade http://t.co/5TNwQ2e7Q5
2.0,Up too early the damn birds are still chirping smh.
0.0,Up like an eagle tryna catch the early bird that catches the worm.
3.0,Up in this bitch like elevators
1.0,Up early then a bitch driving to denton omg can I move already
3.0,Up early on Dat good dope wit my niccas!
3.0,Up and let the heat pop bitch
2.0,Until next time rednecks &#128521; I'll see you again &#128525;&#127482;&#127480; @ Rednecks With Paychecks http://t.co/vg3nbXETzP
3.0,Unloyal girls turn good guys into assholes. &amp;&amp; unloyal guys turn good women into big time bitches...
3.0,Unlike some of yall boring ass bitches lol
0.0,"Unintended consequences of the current fed regulations. 
Trays of uneaten food thrown in the trash, 
Hungry kids.
 http://t.co/aaMJhHOW7y"
3.0,"Ungrateful shit lol RT @DJSydneyLove: Is sending for me in a Uber the new way of tryna pay for pussy ? Cuz lol, pls don't."
2.0,Ungrateful bitches never happy how u not happy? What u mean u ain't happy? #youngjefe!
3.0,"Unfortunately, I love her the most tho RT @KingHorseDick: @viaNAWF thats ur hoe too?"
0.0,"under my windoowww &#8220;@brettcanfly: Bleaching your teeth, smiling flash, talking trash, under your breath&#8221;"
2.0,Uncle Tom Hypocrite! http://t.co/cyc9MAdJpQ
2.0,Uncle Tom ass muhfuckas.
0.0,"Uncalled for &#8220;@NoBeeetch: All trash ""@Trelaire1st: 16. Which one the best? http://t.co/KmOrdNEZRZ""&#8221;"
0.0,"Un pollito cruzaba la frontera, un zorro se tropieza con el pollo, el zorro le dice, im sorry el pollo le dice im... http://t.co/oXcOYauJi1"
2.0,Ummm...so the Happy Fairy apparently took a crap on my twitter and made it all...happy.
2.0,"Ummm.. These hoes need guidance, better yet a baptism"
3.0,Uhhh bitch
2.0,Uh. How long do I have till #Apple comes out with the newest incarnation of the #iphone?!? I'm so ready. Two years and this bitch still goes
2.0,Uh oh RT @VICD713ENT: Control yo bitch if you don't want her in no shit. It's that simple
3.0,"Uh Cody called me a punk ass bitch and I said, I think you meant to say boss ass bitch but I'll let it go ctfu &#128514;"
3.0,"Ugly hoes, you can NOT have attitudes! Kill the ratchetness!! You need to be nice, cause your looks sure ain't getting you nowhere!!!!"
3.0,"Ugly hoes favorite line: ""I'm far from ugly..."" I be like naw hoe, you closer than you think!"
3.0,ugly hoe
0.0,Ugly fucking nigger baby. Thought it was a gorilla at first.14/88 http://t.co/Bq3G01rxKN
3.0,Ugly bitches stay subbing
3.0,Ugly bitches post the most retarded shit on social media.
3.0,"Ugly bitches listen, yall can not be havin a stank attitude. yall dont have nothing working for you but your personally so dont fuck it up."
2.0,Ugly bitches know to get out the crib before the sun come up &#128514;&#128175;
3.0,Ugly bitches always trynna take pics from the same angle &#128553;&#128553;&#128514;&#128514; guess it's they best side
3.0,Ugly ass hoe wanna be me so bad bitch gone on &#9996;&#65039;
3.0,ugh&#8230; the bitch name was Leather&#8230;
3.0,Ugh that crazy bitch in The Crucible smh
3.0,Ugh like I hate when my momma get to talking all proper like bitch stfu.
3.0,Ugh I'm such a little bitch &#128514;
3.0,Ugh I really can't wait to get paid tomorrow and spend it on my hoes &#128524;&#10084;&#65039;&#128131;&#128111;&#128109;&#128514;&#128514;&#128514;&#128514;
3.0,Ugh I fuckin hate when this bitch don't answer my calls ewwwwwww @Hi__________Bye
3.0,Ugh I can't stand a bitch that smokes black &amp; milds. They make me itch
3.0,"Ugh he's mine bitches! He's mine &amp; mine only. That's my baby, my man. Just know &amp; be aware. That's me!"
3.0,Ugh bad bitches picture coming soon &#128514;
3.0,u-bitch-u
3.0,U wont see me sober less i got court Mary the best bitch in life
3.0,U wondering why I'm not answering I'm wondering where my money at niggas act like bitches these days
3.0,U wanted to go in the military but yo bitch ass couldn't handle nobody shooting at u so shut yo mf mouth and #salute those who did
3.0,u want a cookie tomorrow bitch @_lostb0y
2.0,U want a big titty'd hoe-dyke to wash ya rims lls RT @DickGregory I expect a chick at da bikini car wash to rid my rims of all brake dust!
3.0,U think them nigs u with is with u?
2.0,u that nigga RT @Charmin_Harmon I have no idea how random jiggas be knowing my name at work smh.
3.0,U sure tha bitch ain't slumped over dead ? Lol &#8220;@GucciLikeSushi: The thots is out here ! ! http://t.co/Lb9I8rHTmV&#8221;
3.0,U still fuck with your old bitch? &#8212; Disrespectful like shit http://t.co/CEYCDVZ4w5
0.0,U serious bro?? lol RT @CheezMoeJenkinz 2-3:10am early bird special
3.0,U see a super bad bitch in the club with a nigga that u just can't understand how he got her 99% chance he meet her at #happyhour
3.0,U oversteppin u boundires as a sideline hoe
3.0,U on the hit list to bitch kill yo self
3.0,U of A hoes w/ the booties hangin out
3.0,"U niggas dnt like me I bet I can fck yo bitch tho ,"
2.0,u lucky he holdin me back bitch http://t.co/HanER6B9Ts
2.0,U look like a dyke in ur pic lol
2.0,U Lil stupid ass bitch I aint fucking wit youuuu&#8252;&#127911;
3.0,"u know u watch too much gay porn when u refer to boy butts as ""man ass"" or ""boy pussy"" bc me in my head 24/7"
3.0,U know this bitch hard http://t.co/oGhm5uYVuC
3.0,U know that pussy good when it sound like u mixing spaghetti when u hit it lol
3.0,"u know I came to stunt 
so drop that pussy bitch"
3.0,"U hoes hawkin in Ritta's today, ain't y'all?"
0.0,u ho@RealWizKhalifa u hot i really like the way u keep te flow natural
3.0,U got niggas an i got bitches &#127911;
3.0,"U got a twin bed yo bitch ass better not invite her over to yo crib, u better off sleeping on a futon my boy"
3.0,U fucken bitch wifi
3.0,U ever seen a bitch talk shit about another bitch then U see them hanging together?
3.0,U corn fly then bitch when it has no seeds and its lime green with full of Crystal all over
2.0,U coons watching love and hip hop ain't you
1.0,U coons can't wait to wear them Oreo J's
3.0,"U can't stay the same &amp; expect change. U can't truly expect a good man if he call himself nigga, nigger.It means the same; A No Good Person!"
3.0,u can tell yo bitch we some yung rich homies
3.0,U bitches still fuccin bush
2.0,u a stupid hoe
1.0,Tyrese trash
2.0,"Tyra Banks still getting paid for these America's next top model re runs, this bitch so bossy &#128096;&#128091;"
